0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0
0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0
0,0,7,7,12,0,0,0,0,0,0,12,7,7,0,0
0,0,7,7,0,0,0,7,7,0,0,0,7,7,0,0
0,0,0,0,0,0,9,7,7,9,0,0,0,0,0,0
0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0
0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0
0,0,0,0,0,0,9,7,7,9,0,0,0,0,0,0
0,0,7,7,0,0,0,7,7,0,0,0,7,7,0,0
0,0,7,7,12,0,0,0,0,0,0,12,7,7,0,0
0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0
0,0,7,7,7,7,0,0,0,0,7,7,7,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
