0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0
0,0,0,0,7,7,7,7,7,7,0,12,0,0,0,0
0,0,0,7,7,7,7,7,7,0,0,0,12,0,0,0
0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0
0,0,7,7,7,7,0,0,0,0,0,0,7,7,0,0
0,0,7,7,7,0,0,10,9,0,0,7,7,7,0,0
0,0,7,7,7,0,0,9,10,0,0,7,7,7,0,0
0,0,7,7,0,0,0,0,0,0,7,7,7,7,0,0
0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0
0,0,0,12,0,0,0,7,7,7,7,7,7,0,0,0
0,0,0,0,12,0,7,7,7,7,7,7,0,0,0,0
0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
