0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0
0,0,0,7,7,0,0,0,12,7,7,7,7,0,0,0
0,0,7,7,7,7,0,0,0,10,7,7,0,0,0,0
0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0
0,0,0,7,7,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,9,0,0,12,0,0
0,0,0,0,12,0,0,7,7,7,7,0,0,0,0,0
0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0
0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,0
0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0
0,7,7,7,7,0,0,0,12,0,0,7,7,7,7,0
0,7,7,7,7,0,0,0,0,0,0,7,7,7,7,0
0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
