0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0
0,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0
0,7,7,0,0,0,0,0,0,0,7,7,7,0,0,0
0,0,0,12,0,0,0,0,0,0,7,7,7,0,0,0
0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0
0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0
0,0,0,0,0,7,7,7,0,0,0,12,0,0,0,0
0,0,0,0,0,7,7,7,9,9,0,0,0,0,0,0
0,0,0,0,0,0,0,9,10,7,7,0,7,7,7,0
0,0,0,0,0,0,0,0,10,7,7,0,7,7,7,0
0,0,7,7,7,0,0,0,0,0,0,0,12,0,0,0
0,0,7,7,7,0,12,0,0,0,0,0,0,0,0,0
0,0,7,7,7,0,0,0,7,7,0,0,7,7,7,0
0,0,0,0,0,0,0,0,7,7,0,0,7,7,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
