0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,7,7,7,0,0,0,0,7,7,0,0,0,0
0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,0
0,0,7,0,0,0,0,0,7,7,7,7,7,7,0,0
0,0,7,0,0,0,0,0,7,7,7,7,7,7,0,0
0,0,0,0,0,0,0,12,0,10,7,7,0,0,0,0
0,0,0,0,0,0,12,0,9,0,7,7,0,0,0,0
0,0,0,0,7,7,0,9,0,12,0,0,0,0,0,0
0,0,0,0,7,7,10,0,12,0,0,0,0,0,0,0
0,0,7,7,7,7,7,7,0,0,0,0,0,7,0,0
0,0,7,7,7,7,7,7,0,0,0,0,0,7,0,0
0,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0
0,0,0,0,7,7,0,0,0,0,7,7,7,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
